Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Author(s)_ID,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"jayaprakash, gururaj kudur",31,5,5,5,0,57867652200,5,UCOL-0864,2021,4,0,False,False,1.0,0.0,-14.1994095,38.363438
"jazo, isaac zepeda",4,1,1,1,0,57196299873,1,UCOL-0865,2018,7,5,False,False,1.0,0.0,12.70401,44.824345
"jesus, lopez de la cruz",85,9,7,6,3,56896134600,7,UCOL-0867,2019,6,5,True,True,0.6666666666666666,0.0,4.9362183,15.379552
"jimenez barrera, dulce",11,1,1,1,0,57204183344,1,UCOL-0868,2018,7,5,False,False,1.0,0.0,12.258012,44.8931
"jimenez ceja, lilia",25,2,2,2,0,24471705500,1,UCOL-0869,2009,16,15,False,False,1.0,0.0,25.573889,28.820564
"jimenez leal, hector mariano",6,1,1,1,0,57761149900,1,UCOL-0872,2022,3,0,False,False,1.0,0.0,-21.577236,23.790453
"jimenez maldonado, alberto",69,5,5,3,2,55576381000,5,UCOL-0873,2014,11,10,True,False,0.6,0.0,5.547722,8.2442665
"jimenez ruiz, edgar ivan",2,2,2,2,0,50861592700,2,UCOL-0874,2022,3,0,False,False,1.0,0.0,-18.622547,28.980228
"jimenez vargas, .",46,11,4,10,1,36170674200,5,UCOL-0875,2019,6,5,False,True,0.9090909090909091,0.0,6.217611,18.473467
"jimenez, enrique",47,5,4,3,2,56150476700,3,UCOL-0879,2015,10,10,False,False,0.6,0.0,4.8731685,8.815386
"jimenez, saul",18,1,1,1,0,57218937590,1,UCOL-0881,2020,5,5,False,False,1.0,0.0,-6.8318086,48.694416
"juarez gonzalez, victor rivelino",1,2,1,1,1,8599652800,1,UCOL-0886,2022,3,0,False,False,0.5,0.0,-14.34394,2.6124394
"juarez ramirez, reyes",63,12,8,3,9,56002669500,6,UCOL-0888,2016,9,5,True,True,0.25,0.0,-1.262349,-6.265132
"juarez salazar, rigoberto",1,2,1,1,1,35784596800,1,UCOL-0890,2021,4,0,False,False,0.5,0.0,-12.587908,1.9835963
"jurado, jose marcos",336,12,10,8,4,12242273300,10,UCOL-0894,2012,13,10,True,True,0.6666666666666666,0.0,21.97619,8.946572
"karpenko, .",3,3,1,1,2,7005000404,2,UCOL-0897,2013,12,10,False,False,0.3333333333333333,0.0,4.0111527,-10.567187
"khalid, samina",16,5,3,0,5,54893689400,3,UCOL-0899,2016,9,5,False,False,0.0,0.0,-5.715188,-29.645798
"khouakhi,",56,5,4,3,2,25959184500,4,UCOL-0900,2019,6,5,False,False,0.6,0.0,-2.6513152,12.339797
kismiantini,51,7,7,5,2,57190594787,7,UCOL-0901,2019,6,5,False,True,0.7142857142857143,0.0,4.0335207,15.843499
"kono martinez, tadashi",16,3,3,3,0,57194103528,3,UCOL-0902,2017,8,5,False,False,1.0,0.0,14.727638,37.171204
"kotzker, wayne",0,2,2,1,1,57684402600,1,UCOL-0903,2024,1,0,False,False,0.5,0.0,-16.434362,2.1096804
"kurata, harley",17,1,1,1,0,7102170620,1,UCOL-0904,2012,13,10,False,False,1.0,0.0,22.834257,31.099686
"lamas, hector montes",17,1,1,1,0,6506731215,1,UCOL-0907,2004,21,20,False,False,1.0,0.0,26.302439,26.290707
"lara basulto, agustin",26,2,2,1,1,57200243409,2,UCOL-0908,2018,7,5,False,False,0.5,0.0,-4.95615,3.2711737
"lara, jose jesus",16,1,1,1,0,36783999800,1,UCOL-0911,2008,17,15,False,False,1.0,0.0,25.432882,27.909595
"larios cedeno, edgar",0,1,1,1,0,59490329000,1,UCOL-0912,2024,1,0,False,False,1.0,0.0,-54.396282,26.489296
"laureano, efrain",65,8,8,3,5,57211892190,6,UCOL-0913,2019,6,5,True,True,0.375,0.0,-5.0001564,-2.6375203
"laurel sandoval, milagros",20,1,1,1,0,36816078400,1,UCOL-0914,2011,14,10,False,False,1.0,0.0,23.915611,30.320005
"lazcano pacheco, camila",1,2,2,2,0,58001481100,2,UCOL-0916,2022,3,0,False,False,1.0,0.0,-18.47174,28.913921
"leon, zoraida",48,6,4,3,3,55996373300,4,UCOL-0922,2013,12,10,False,True,0.5,0.0,4.63006,-5.214529
"leopardi verde, carlos",43,8,8,5,3,35094117100,8,UCOL-0924,2016,9,5,False,True,0.625,0.0,4.754545,10.936873
"lepe, marissa",10,1,1,1,0,57191592553,1,UCOL-0925,2017,8,5,False,False,1.0,0.0,17.21641,39.59015
"lepper, paul",86,3,3,3,0,6701414349,3,UCOL-0926,2019,6,5,True,False,1.0,0.0,0.576478,43.04348
"levy padilla, .",11,2,2,1,1,57189099072,2,UCOL-0927,2016,9,5,False,False,0.5,0.0,-1.0447538,2.1846251
"lim, hong chang",110,4,3,1,3,54996450700,4,UCOL-0931,2015,10,10,True,False,0.25,0.0,0.13693406,-12.704678
"limon miranda, sarai",60,5,4,2,3,56712010300,4,UCOL-0932,2014,11,10,True,False,0.4,0.0,3.710256,-7.7178164
"linan rico, andromeda",166,9,9,8,1,54392101700,8,UCOL-0935,2016,9,5,True,True,0.8888888888888888,0.0,9.444259,15.659642
"linan rico, liliana",52,3,3,1,2,57201985833,2,UCOL-0936,2016,9,5,False,False,0.3333333333333333,0.0,-1.4207321,-11.106863
"linan rico, viridiana",5,2,2,1,1,57216635703,2,UCOL-0937,2020,5,5,False,False,0.5,0.0,-9.506017,2.5494246
"linares vergara, oscar",0,1,1,1,0,58548323600,1,UCOL-0938,2023,2,0,False,False,1.0,0.0,-35.44764,14.903304
"lino lopez, gisela jareth",110,11,10,8,3,54950156400,7,UCOL-0939,2012,13,10,True,True,0.7272727272727273,0.0,10.455451,9.299611
"lira diaz, eduardo",20,4,4,2,2,57205105512,4,UCOL-0940,2016,9,5,False,False,0.5,0.0,-0.47783333,3.1198342
"llamas gonzalez, myriam",11,5,3,5,0,57223092797,3,UCOL-0941,2021,4,0,False,False,1.0,0.0,-14.253532,38.417294
"loman zuniga, edgar ivan",0,1,1,1,0,57479786000,1,UCOL-0944,2021,4,0,False,False,1.0,0.0,-20.48871,43.757248
"lopez alcaraz, fatima",31,5,4,2,3,36976733800,4,UCOL-0945,2014,11,10,False,False,0.4,0.0,3.3979497,-8.138782
"lopez dyck, evelyn",28,2,2,2,0,57196473014,2,UCOL-0949,2017,8,5,False,False,1.0,0.0,15.06564,38.453358
"lopez lemus, alejandro",29,1,1,1,0,41661883500,1,UCOL-0954,2011,14,10,False,False,1.0,0.0,23.627172,29.99745
"lopez lemus, uriel",114,14,10,9,5,56067319000,9,UCOL-0955,2014,11,10,True,True,0.6428571428571429,0.0,13.078812,13.340545
"lopez luke,",117,3,3,3,0,56002727000,3,UCOL-0956,2014,11,10,True,False,1.0,0.0,15.300359,33.162365
"lopez mayagoitia, alfonso",17,8,5,4,4,6504077032,5,UCOL-0957,2014,11,10,False,True,0.5,0.0,3.446458,-4.914159
"lopez mora, ingrid yolotzin",3,1,1,1,0,57822907900,1,UCOL-0959,2022,3,0,False,False,1.0,0.0,-19.564053,23.092907
"lopez munguia, agustin",9,1,1,1,0,7003684827,1,UCOL-0960,2022,3,0,False,False,1.0,0.0,-22.89825,24.778248
"lopez ortega,",65,2,1,2,0,6603060902,1,UCOL-0962,2007,18,15,True,False,1.0,0.0,25.643442,27.128895
"lopez perez,",23,1,1,1,0,6504377234,1,UCOL-0963,2003,22,20,False,False,1.0,0.0,26.354218,26.082014
"lopez quezada, karla",26,1,1,1,0,57203415841,1,UCOL-0964,2018,7,5,False,False,1.0,0.0,11.304578,44.834354
"lopez rojas, mario",3,2,2,1,1,57190126716,2,UCOL-0968,2021,4,0,False,False,0.5,0.0,-12.34436,1.971308
"lopez serrano, ana laura",15,3,3,3,0,57189266415,3,UCOL-0969,2018,7,5,False,False,1.0,0.0,9.907896,42.05592
"lopez virgen, veronica",237,8,8,6,2,37104385100,7,UCOL-0971,2011,14,10,True,True,0.75,0.0,12.987125,6.419221
"lopez zavala, alonso",22,3,3,3,0,8713474800,3,UCOL-0972,2017,8,5,False,False,1.0,0.0,14.513577,37.215954
"lopez, carlos javier esparza",116,15,10,7,8,57202469803,8,UCOL-0975,2012,13,10,True,True,0.4666666666666667,0.0,17.633394,7.3091173
"lopez, marisa",56,5,4,3,2,57203416078,5,UCOL-0979,2018,7,5,False,False,0.6,0.0,-1.7235581,11.998189
"lorenzoni, .",46,1,1,1,0,15760436300,1,UCOL-0980,2010,15,15,False,False,1.0,0.0,24.295727,29.102236
"lozoya, hector . rodriguez",1,2,2,1,1,57208543892,1,UCOL-0986,2018,7,5,False,False,0.5,0.0,-5.6567626,3.150308
"luis jorge, garcia marquez",11,4,4,1,3,35196644900,4,UCOL-0991,2012,13,10,False,False,0.25,0.0,5.0881705,-11.7072525
"luis, cadenas freixas jose",3,2,1,1,1,57210936007,1,UCOL-0992,2019,6,5,False,False,0.5,0.0,-7.582445,3.3834548
"luna leon, anibal",9,3,3,1,2,55319236900,2,UCOL-0994,2011,14,10,False,False,0.3333333333333333,0.0,6.703522,-10.681962
"luna pasten, hector",26,2,2,1,1,24401289800,2,UCOL-0995,2007,18,15,False,False,0.5,0.0,12.186635,-1.5709898
"luquin, sonia",89,9,9,4,5,55989782600,8,UCOL-0999,2012,13,10,True,True,0.4444444444444444,0.0,6.588332,-6.383355
"macedo, orlando",99,2,2,1,1,8298103300,2,UCOL-1002,2010,15,15,True,False,0.5,0.0,9.196599,0.49789786
"macias cruz, ulises",16,5,3,2,3,30567571100,4,UCOL-1004,2020,5,5,False,False,0.4,0.0,-9.238276,-4.183226
"macias lopez, elizabeth guadalupe",2,2,2,2,0,57193262647,2,UCOL-1005,2021,4,0,False,False,1.0,0.0,-16.723198,40.569862
"maciel barboza, fermin marcelo",86,17,15,10,7,57188679286,9,UCOL-1008,2015,10,10,True,True,0.5882352941176471,0.0,12.715901,14.393458
"maciel mendoza, fermin marcelo",2,1,1,1,0,57201479471,1,UCOL-1009,2019,6,5,False,False,1.0,0.0,4.1432567,49.074734
"madrigal angulo, jose",0,1,1,1,0,57725475400,1,UCOL-1010,2025,0,0,False,False,1.0,0.0,-58.11555,29.788425
"madrigal perez, violeta",67,6,6,1,5,56121421600,5,UCOL-1012,2014,11,10,True,True,0.16666666666666666,0.0,1.7063024,-13.999445
"magana vergara, nancy",87,16,12,11,5,8408840100,12,UCOL-1017,2017,8,5,True,True,0.6875,0.0,12.891301,15.165434
"maldonado michel, miguel angel",11,2,2,2,0,57221286260,2,UCOL-1018,2021,4,0,False,False,1.0,0.0,-16.096117,40.846966
"mancilla pena,",15,2,2,1,1,37093409900,2,UCOL-1021,2011,14,10,False,False,0.5,0.0,7.4867578,-0.37842792
"mansilla, ricardo",9,2,2,2,0,26660357200,2,UCOL-1025,2012,13,10,False,False,1.0,0.0,23.547535,31.79567
"manuel, uribe ramos juan",16,1,1,1,0,57209657708,1,UCOL-1026,2019,6,5,False,False,1.0,0.0,2.451541,48.791203
"manzanares martinez, jesus",3,1,1,1,0,8847474600,1,UCOL-1027,2020,5,5,False,False,1.0,0.0,-8.191646,50.098984
"marcellan, francisco",50,11,11,9,2,7004452821,7,UCOL-1032,2011,14,10,False,True,0.8181818181818182,0.0,10.880172,8.415807
"marin tovar, yerli",11,2,2,2,0,57192031095,2,UCOL-1037,2022,3,0,False,False,1.0,0.0,-18.73404,29.879536
"marmolejo murillo, leticia",55,6,5,5,1,57193383797,4,UCOL-1039,2017,8,5,False,True,0.8333333333333334,0.0,2.4225495,16.015036
"marquez gutierrez, jesus roberto",2,1,1,1,0,57226632274,1,UCOL-1041,2021,4,0,False,False,1.0,0.0,-19.392153,44.85716
"marquez ramirez, victor hugo",94,7,4,7,0,36188641700,4,UCOL-1042,2012,13,10,True,True,1.0,0.0,16.169085,30.329338
"marquez, abigail",1,1,1,1,0,57543413200,1,UCOL-1043,2023,2,0,False,False,1.0,0.0,-36.21524,14.732831
"martin mex, rodolfo",1,2,2,2,0,6505704582,2,UCOL-1047,2022,3,0,False,False,1.0,0.0,-18.47174,28.913921
"martinez bolanos,",12,2,2,2,0,55491092200,2,UCOL-1049,2019,6,5,False,False,1.0,0.0,4.7868333,45.84677
"martinez burnes, julio",17,8,6,5,3,6603432183,6,UCOL-1050,2014,11,10,False,True,0.625,0.0,6.50819,9.422939
"martinez casas, maribel",21,1,1,1,0,36504540300,1,UCOL-1051,2010,15,15,False,False,1.0,0.0,24.59211,29.37041
"martinez de villarreal, laura elia",34,11,7,4,7,6602217087,7,UCOL-1054,2014,11,10,False,True,0.36363636363636365,0.0,2.0450659,-5.5003347
"martinez fierros, alejandro",98,4,2,4,0,57188980470,2,UCOL-1057,2016,9,5,True,False,1.0,0.0,14.662951,33.96622
"martinez garcia, ana",118,4,4,2,2,36882629300,4,UCOL-1058,2010,15,15,True,False,0.5,0.0,9.601654,1.1308188
