Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Author(s)_ID,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"acevedo whitehouse, karina",16,2,2,1,1,6506351004,2,UCOL-0003,2017,8,5,False,False,0.5,0.0,-2.5592387,2.8414464
"acosta chamorro, veronica",0,1,1,1,0,57264583400,1,UCOL-0005,2021,4,0,False,False,1.0,0.0,-20.48871,43.757248
"acosta, . alberto",26,2,2,2,0,55531596600,2,UCOL-0007,2013,12,10,False,False,1.0,0.0,22.626009,32.87105
"afzal, muhammad",18,5,4,0,5,57211395520,4,UCOL-0009,2016,9,5,False,False,0.0,0.0,-5.714946,-29.641792
"aguilar melendez, armando",0,2,2,1,1,57194113576,2,UCOL-0012,2024,1,0,False,False,0.5,0.0,-16.434362,2.1096804
"aguilar olguin, sergio",6,3,3,3,0,57218167496,3,UCOL-0013,2020,5,5,False,False,1.0,0.0,-5.628681,45.293636
"aguilar padilla, jorge",15,2,2,2,0,57812026200,2,UCOL-0014,2022,3,0,False,False,1.0,0.0,-19.109776,30.055103
"aguilar, cristobal noe",16,2,2,1,1,7102461199,1,UCOL-0018,2010,15,15,False,False,0.5,0.0,8.716921,-0.7345143
"aguilar, luis contreras",6,1,1,1,0,35323875900,1,UCOL-0022,2020,5,5,False,False,1.0,0.0,-7.543537,50.07613
"aguirre hernandez, baltazar",4,1,1,1,0,35092022500,1,UCOL-0024,2019,6,5,False,False,1.0,0.0,3.5366228,49.458267
"ahumada centeno, miguel",3,1,1,1,0,57216338213,1,UCOL-0025,2020,5,5,False,False,1.0,0.0,-8.512922,49.580505
"ahumada martinez, omar",7,1,1,1,0,57202425202,1,UCOL-0027,2018,7,5,False,False,1.0,0.0,12.436892,44.38137
"alamilla, javier",122,20,15,15,5,22833699300,12,UCOL-0030,2015,10,10,True,True,0.75,0.0,13.7363825,15.623767
"albarado, alondra",12,1,1,1,0,34876276900,1,UCOL-0034,2010,15,15,False,False,1.0,0.0,24.81566,29.536922
"alcala perez, mario",2,2,2,2,0,59305248500,1,UCOL-0036,2024,1,0,False,False,1.0,0.0,-51.449196,24.22675
"alcala, emmanuel",3,1,1,1,0,57211230054,1,UCOL-0038,2022,3,0,False,False,1.0,0.0,-19.26379,23.763428
"alcaraz siqueiros, julio",1,2,2,1,1,58848333800,2,UCOL-0040,2024,1,0,False,False,0.5,0.0,-16.426538,2.0872235
"alcazar, angela",229,8,6,5,3,7003916199,6,UCOL-0043,2012,13,10,True,True,0.625,0.0,13.219374,6.5870223
"alfonso, lster",9,2,2,2,0,14831081900,2,UCOL-0045,2012,13,10,False,False,1.0,0.0,23.547354,31.79571
"almeida zamora, bilgai",12,2,1,2,0,57670061300,2,UCOL-0048,2022,3,0,False,False,1.0,0.0,-19.014332,29.811699
"alvarado, carlos",18,6,5,5,1,56538012200,4,UCOL-0052,2011,14,10,False,True,0.8333333333333334,0.0,9.682512,6.260408
"alvarado, mauricio",7,1,1,1,0,57219521950,1,UCOL-0054,2020,5,5,False,False,1.0,0.0,-7.8194294,48.86561
"alvarez gonzalez, carlos alfonso",40,6,5,6,0,57221322218,4,UCOL-0057,2018,7,5,False,True,1.0,0.0,6.047734,41.091568
"alvarez, .",1,1,1,1,0,59270940700,1,UCOL-0060,2019,6,5,False,False,1.0,0.0,3.7403822,49.909187
"alvarez, elisa",67,2,1,2,0,57205315758,1,UCOL-0062,2019,6,5,True,False,1.0,0.0,0.6088567,44.220257
"alvaro berlanga, sara",21,2,1,2,0,57221496386,2,UCOL-0066,2021,4,0,False,False,1.0,0.0,-15.574624,41.41684
"amador, adolfo gomez",0,4,2,1,3,55910305800,2,UCOL-0067,2012,13,10,False,False,0.25,0.0,4.9830046,-11.6762
"angel chavez, luis",36,4,4,3,1,56013702200,3,UCOL-0074,2008,17,15,False,False,0.75,0.0,12.557326,2.2784328
"anguiano cuevas, refugio",0,1,1,1,0,57212526378,1,UCOL-0077,2017,8,5,False,False,1.0,0.0,17.918762,40.241688
"anguiano garcia, paulina",0,1,1,1,0,59482250500,1,UCOL-0078,2025,0,0,False,False,1.0,0.0,-57.81163,30.030508
"anguiano, luis",49,1,1,1,0,57205312563,1,UCOL-0080,2019,6,5,False,False,1.0,0.0,0.9701196,45.860535
"apolinar iribe,",38,3,2,1,2,55989660000,3,UCOL-0082,2015,10,10,False,False,0.3333333333333333,0.0,-0.10344847,-11.003223
"aquino, raul",30,3,3,2,1,57217112614,3,UCOL-0084,2011,14,10,False,False,0.6666666666666666,0.0,7.8081274,4.838247
"arambula,",166,4,3,2,2,36166303000,1,UCOL-0086,2009,16,15,True,False,0.5,0.0,9.938973,1.4889252
"arambula, raul",85,6,4,3,3,35809793600,4,UCOL-0087,2013,12,10,True,True,0.5,0.0,4.788538,-5.3791895
"arana gomez,",18,1,1,1,0,57194555681,1,UCOL-0088,2019,6,5,False,False,1.0,0.0,2.4793193,48.151436
"aranda caraballo, jorge",0,1,1,1,0,58549030800,1,UCOL-0089,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"arceo, alejandro",14,4,3,4,0,57117928800,3,UCOL-0094,2019,6,5,False,False,1.0,0.0,5.24808,42.915848
"arechiga figueroa, ivan",234,17,10,14,3,56013655200,7,UCOL-0096,2009,16,15,True,True,0.8235294117647058,0.0,17.602583,9.811309
"arguello perez, miguel angel",68,5,2,2,3,57205664417,2,UCOL-0099,2018,7,5,True,False,0.4,0.0,-4.8931837,-1.6626633
"ariza castolo, armando",41,3,3,1,2,55989712700; 6603380388,1,UCOL-0100,2011,14,10,False,False,0.3333333333333333,0.0,6.6562715,-10.766235
"arredondo, juan . ramirez",32,1,1,1,0,57211888273,1,UCOL-0104,2019,6,5,False,False,1.0,0.0,1.6564666,47.174026
"arshad,",33,9,5,0,9,35298362500,5,UCOL-0109,2016,9,5,False,True,0.0,0.0,-5.6678796,-28.140598
"arvizu flores, aldo",22,2,2,2,0,57189383133,2,UCOL-0110,2017,8,5,False,False,1.0,0.0,15.509248,38.35068
"aspuru, javier",72,2,2,2,0,57202511457,2,UCOL-0111,2018,7,5,True,False,1.0,0.0,2.141413,43.419147
"audley, katherina",27,4,3,3,1,57202096240,3,UCOL-0112,2022,3,0,False,False,0.75,0.0,-6.497943,15.668256
"aurelien cabezas, nomely",32,8,7,4,4,57222389040,5,UCOL-0114,2021,4,0,False,True,0.5,0.0,-9.88722,-1.9224579
"avendano reyes, leonel",16,5,3,2,3,57207497251,4,UCOL-0120,2020,5,5,False,False,0.4,0.0,-9.2382765,-4.18322
"avila zamora, oscar",10,1,1,1,0,57216485711,1,UCOL-0122,2020,5,5,False,False,1.0,0.0,-7.157695,49.49291
"ayala torres, marco alberto",218,12,7,12,0,57217014574,6,UCOL-0124,2020,5,5,True,True,1.0,0.0,7.0547266,19.605978
"azuz adeath, isaac",15,2,2,1,1,6506627810,2,UCOL-0128,2015,10,10,False,False,0.5,0.0,0.53113526,1.7576566
"bachara, wojtek",4,1,1,1,0,57193535035,1,UCOL-0129,2021,4,0,False,False,1.0,0.0,-18.798573,44.58578
"bahamon, marly johana",26,3,2,1,2,57192270783,2,UCOL-0131,2017,8,5,False,False,0.3333333333333333,0.0,-2.803696,-10.647065
"balbastre, patricia",4,1,1,1,0,57217846005,1,UCOL-0132,2021,4,0,False,False,1.0,0.0,-18.798569,44.585796
"ballina gomez, horacio",3,3,3,2,1,56013532100,3,UCOL-0134,2022,3,0,False,False,0.6666666666666666,0.0,-7.040492,14.838956
"banuelos hernandez, bernardo",1,1,1,1,0,36997009000,1,UCOL-0138,2023,2,0,False,False,1.0,0.0,-36.21524,14.732831
"banuelos, andrew",0,1,1,1,0,59235001800,1,UCOL-0139,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"barajas espinosa, alma",3,3,3,3,0,6504131645,3,UCOL-0141,2024,1,0,False,False,1.0,0.0,-50.35059,23.538378
"barajas mendez, kenia nayeli",2,1,1,1,0,58094707100,1,UCOL-0142,2022,3,0,False,False,1.0,0.0,-19.06715,22.931902
"barajas pineda, lenin tlamatini",13,6,5,0,6,57195221188,5,UCOL-0143,2017,8,5,False,True,0.0,0.0,-6.412776,-28.966927
"barajas saucedo, carlos",54,13,11,7,6,57211403563,7,UCOL-0144,2020,5,5,False,True,0.5384615384615384,0.0,-4.8142076,9.333457
"barajas, . adriana sanudo",21,5,5,3,2,25640021100,4,UCOL-0145,2008,17,15,False,False,0.6,0.0,11.9618025,0.6469152
"barba de la rosa, ana paulina",153,7,6,4,3,6603189637,3,UCOL-0146,2010,15,15,True,True,0.5714285714285714,0.0,12.339697,4.9894443
"barba marti,",34,4,3,2,2,7006799455,2,UCOL-0147,2008,17,15,False,False,0.5,0.0,11.35325,-0.96312207
"barbosa valdovinos, rafael",0,1,1,1,0,59256172400,1,UCOL-0148,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"barocio acosta, alejandro",10,1,1,1,0,57216493379,1,UCOL-0150,2020,5,5,False,False,1.0,0.0,-7.157695,49.49291
"barragan ceballos, noelia",1,1,1,1,0,57349673300,1,UCOL-0153,2021,4,0,False,False,1.0,0.0,-20.11368,44.667915
"barragan mares,",13,2,2,1,1,57209848552,2,UCOL-0154,2019,6,5,False,False,0.5,0.0,-7.901693,3.2669117
"barragan mendoza, lina",14,2,2,2,0,57210165169,2,UCOL-0155,2019,6,5,False,False,1.0,0.0,4.5028987,45.804558
"barragan vazquez, .",17,2,2,1,1,42260923200,2,UCOL-0157,2011,14,10,False,False,0.5,0.0,7.487335,-0.35958248
"barriguete melendez, jorge armando",0,1,1,1,0,14526692700,1,UCOL-0161,2024,1,0,False,False,1.0,0.0,-55.50161,26.67839
"barrios garcia, tonatiuh",3,1,1,1,0,55919355800,1,UCOL-0164,2024,1,0,False,False,1.0,0.0,-53.320694,29.29822
"barroso flores, joaquin",6,2,2,2,0,56002674800,2,UCOL-0165,2022,3,0,False,False,1.0,0.0,-18.420311,29.583551
"battaglia, jean",1,1,1,1,0,56608910600,1,UCOL-0167,2019,6,5,False,False,1.0,0.0,4.180694,49.7473
"bautista moreno, luis",1,1,1,1,0,58000619500,1,UCOL-0171,2022,3,0,False,False,1.0,0.0,-18.204273,23.334951
"bautista, janelly",1,2,2,2,0,57986085600,2,UCOL-0173,2023,2,0,False,False,1.0,0.0,-38.77217,17.683952
"beas guzman, oscar",2,3,3,1,2,57426396400,2,UCOL-0175,2024,1,0,False,False,0.3333333333333333,0.0,-16.28169,0.29970297
"bejarano ramirez,",10,1,1,1,0,57194414959,1,UCOL-0177,2017,8,5,False,False,1.0,0.0,17.21641,39.59015
"beltran torres, melissa",2,1,1,1,0,57211190901,1,UCOL-0179,2021,4,0,False,False,1.0,0.0,-19.662373,44.038242
"benicio, fernando obledo",9,1,1,1,0,57218311795,1,UCOL-0182,2021,4,0,False,False,1.0,0.0,-18.220297,44.196236
"benites godinez, veronica",36,14,7,3,11,26024064000,3,UCOL-0183,2019,6,5,False,True,0.21428571428571427,0.0,-2.7587154,-6.1176605
"bensussen, antonio",17,2,1,2,0,57262958700,2,UCOL-0184,2023,2,0,False,False,1.0,0.0,-39.32896,17.456722
"bentley, alison",182,11,6,9,2,14420663600,6,UCOL-0185,2021,4,0,True,True,0.8181818181818182,0.0,6.620335,19.613398
"beristain, saul ivan",0,2,2,1,1,56604976800,1,UCOL-0186,2014,11,10,False,False,0.5,0.0,2.2576487,1.2776371
"bermudez guzman, manuel de jesus",17,7,6,4,3,57223411702,6,UCOL-0187,2016,9,5,False,True,0.5714285714285714,0.0,3.6700346,9.986138
"besne merida, alejandro",15,1,1,1,0,24757768200,1,UCOL-0189,2015,10,10,False,False,1.0,0.0,19.99168,34.954422
"bietenholz, wolfgang",95,7,7,3,4,7003677587,6,UCOL-0193,2014,11,10,True,True,0.42857142857142855,0.0,4.393037,-6.5490975
"blanco alonso, oscar",109,6,5,5,1,57208502000,5,UCOL-0195,2014,11,10,True,True,0.8333333333333334,0.0,8.940179,14.472443
"blanno, omar",12,1,1,1,0,23110500100,1,UCOL-0197,2008,17,15,False,False,1.0,0.0,25.558311,27.978111
"bojorquez velazquez, esau",21,3,3,3,0,56717675500,3,UCOL-0199,2016,9,5,False,False,1.0,0.0,16.64401,36.061207
"bolanos jimenez, jaime",0,1,1,1,0,26029674800,1,UCOL-0200,2023,2,0,False,False,1.0,0.0,-36.402336,15.902128
"borja gomez, imelda",19,4,1,1,3,57199258079,1,UCOL-0205,2017,8,5,False,False,0.25,0.0,-2.8429759,-11.8199415
"boyd, john",42,7,7,7,0,7402669723,5,UCOL-0209,2014,11,10,False,True,1.0,0.0,15.912544,30.836803
"buen abad, manuel",107,8,5,6,2,55530854700,5,UCOL-0215,2013,12,10,True,True,0.75,0.0,9.786943,9.31095
"buenrostro nava, marco",35,7,6,2,5,8567230200,6,UCOL-0217,2013,12,10,False,True,0.2857142857142857,0.0,3.7015016,-12.524078
"buritica, jonathan",3,2,2,2,0,55810300400,2,UCOL-0219,2022,3,0,False,False,1.0,0.0,-18.1683,29.376732
"cabrera aguilar, alejandro",1,1,1,1,0,58633432200,1,UCOL-0225,2024,1,0,False,False,1.0,0.0,-52.73945,27.674564
"cabrera licona, ariana",51,12,9,4,8,57194655323,6,UCOL-0226,2018,7,5,False,True,0.3333333333333333,0.0,-2.0217373,-5.634767
"cabrera macedo, alejandro",2,1,1,1,0,57226570732,1,UCOL-0227,2021,4,0,False,False,1.0,0.0,-19.968061,43.299183
"cabrera macedo, alfonso",4,2,2,1,1,57874698600,2,UCOL-0228,2022,3,0,False,False,0.5,0.0,-14.370214,1.9878126
"calatayud pavia, clara",21,2,1,2,0,57221496673,2,UCOL-0233,2021,4,0,False,False,1.0,0.0,-15.574624,41.41684
"calderon, raul",0,2,2,2,0,56341641600,2,UCOL-0234,2024,1,0,False,False,1.0,0.0,-51.48021,24.204382
"calleros negrete, bertha alicia",1,1,1,1,0,58029990400,1,UCOL-0235,2022,3,0,False,False,1.0,0.0,-18.204273,23.334951
"camargo,",14,1,1,1,0,57189386416,1,UCOL-0237,2017,8,5,False,False,1.0,0.0,16.66124,40.12411
"campos ordonez, tania",167,10,10,7,3,56310634200,8,UCOL-0239,2015,10,10,True,True,0.7,0.0,13.587019,12.99894
"canto canche, blondy",25,4,4,2,2,6507710443,3,UCOL-0243,2008,17,15,False,False,0.5,0.0,11.346503,-0.9776084
"cardenas juarez, marco",9,4,2,1,3,35145248900,2,UCOL-0248,2019,6,5,False,False,0.25,0.0,-7.7950563,-8.102718
"cardenas maria, rosa yolitzy",20,2,2,2,0,57205179897,2,UCOL-0250,2019,6,5,False,False,1.0,0.0,4.028033,45.78176
"cardenas, yolitzy",57,14,13,3,11,57203411007,9,UCOL-0255,2018,7,5,True,True,0.21428571428571427,0.0,-2.4184744,-6.0503798
"carnevali, german",36,7,7,4,3,7003671131,7,UCOL-0258,2016,9,5,False,True,0.5714285714285714,0.0,3.7426736,10.054943
"carpena catoira, carla",14,2,2,1,1,57191867606,2,UCOL-0259,2016,9,5,False,False,0.5,0.0,-1.1394724,2.3268337
"carrasco nunez, gerardo",11,3,2,1,2,6603548644,2,UCOL-0261,2016,9,5,False,False,0.3333333333333333,0.0,-1.5317004,-10.765657
"carrazco pena, karla berenice",28,11,10,5,6,57191332062,10,UCOL-0262,2015,10,10,False,True,0.45454545454545453,0.0,2.4749115,-4.963367
"carrillo diaz, maria",28,5,3,4,1,57222496877,4,UCOL-0263,2018,7,5,False,False,0.8,0.0,1.7132192,15.978595
"carrizalez, mauricio",2,1,1,1,0,58095606700,1,UCOL-0265,2023,2,0,False,False,1.0,0.0,-37.28953,15.801428
"carvajal garcia, . antonia",16,2,2,1,1,15724670800,2,UCOL-0266,2007,18,15,False,False,0.5,0.0,12.144689,-1.5832167
"casarez price, juan",14,4,3,2,2,55991603700,3,UCOL-0268,2020,5,5,False,False,0.5,0.0,-10.064929,0.660111
"castaneda aguilar, .",13,1,1,1,0,55892695800,1,UCOL-0270,2013,12,10,False,False,1.0,0.0,22.458778,32.46208
"castellanos berjan,",31,1,1,1,0,57224680350,1,UCOL-0272,2021,4,0,False,False,1.0,0.0,-16.772047,43.516006
"castellanos gomez, joel",0,1,1,1,0,59443213500,1,UCOL-0273,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"castellanos, esli",67,2,1,2,0,57205312263,1,UCOL-0274,2019,6,5,True,False,1.0,0.0,0.6088567,44.220257
"castillo lopez, .",8,1,1,1,0,56896068400,1,UCOL-0275,2015,10,10,False,False,1.0,0.0,20.05351,34.976765
"castillo sanchez, acilegna",0,2,2,1,1,58517160800,2,UCOL-0276,2023,2,0,False,False,0.5,0.0,-15.586962,2.331436
"castillo soria, francisco ruben",56,11,9,7,4,55611486600,7,UCOL-0277,2015,10,10,False,True,0.6363636363636364,0.0,6.89006,11.829868
"castillo, joel",1,1,1,1,0,57225111297,1,UCOL-0280,2022,3,0,False,False,1.0,0.0,-18.204273,23.334951
"castillo, santos jesus",15,1,1,1,0,7005555687,1,UCOL-0283,2020,5,5,False,False,1.0,0.0,-7.06964,48.72035
"castrejon antonio, jesus",3,4,2,1,3,57193490096,2,UCOL-0285,2023,2,0,False,False,0.25,0.0,-10.292408,-7.6129866
"castro sanchez, luis",189,16,13,13,3,35486930900,12,UCOL-0287,2016,9,5,True,True,0.8125,0.0,14.377255,14.814459
"castro, elena",158,17,13,11,6,57213914576,10,UCOL-0288,2007,18,15,True,True,0.6470588235294118,0.0,19.203674,6.5377173
"cazares larios, .",8,1,1,1,0,56896077700,1,UCOL-0291,2015,10,10,False,False,1.0,0.0,20.05351,34.976765
"centeno leija, sara",179,19,14,14,5,16244316600,12,UCOL-0300,2016,9,5,True,True,0.7368421052631579,0.0,14.069308,15.27393
"centeno ramirez, alba .",41,2,2,1,1,57218550123,2,UCOL-0301,2020,5,5,False,False,0.5,0.0,-10.105178,3.7367082
"centeno, federico",4,1,1,1,0,57212337785,1,UCOL-0302,2009,16,15,False,False,1.0,0.0,25.196531,28.61068
"cepeda morales, jushiro",14,3,1,3,0,56013623000,1,UCOL-0304,2017,8,5,False,False,1.0,0.0,14.787782,37.15392
"cerna, joel",21,3,3,2,1,24597241100,2,UCOL-0306,2008,17,15,False,False,0.6666666666666666,0.0,12.236974,1.5448805
"chavez camacho, felix",30,1,1,1,0,57213618319,1,UCOL-0319,2020,5,5,False,False,1.0,0.0,-5.914424,48.745205
"chavez flores, edgar",44,2,2,1,1,41661081300,2,UCOL-0321,2011,14,10,False,False,0.5,0.0,7.556947,-0.1123525
"chavez gonzalez, martha",0,2,2,1,1,57216883251,2,UCOL-0322,2018,7,5,False,False,0.5,0.0,-5.6761956,3.158391
"chavez rodriguez, arturo",20,5,4,2,3,57207653737,3,UCOL-0324,2013,12,10,False,False,0.4,0.0,3.7510605,-8.631467
"chavez torres, liz argelia",6,1,1,1,0,57761297900,1,UCOL-0325,2022,3,0,False,False,1.0,0.0,-21.195621,24.671492
"chavez,",11,1,1,1,0,57197437320,1,UCOL-0326,2011,14,10,False,False,1.0,0.0,24.254866,30.641481
"chavez, edgar . mejia",3,2,1,1,1,57210936582,1,UCOL-0327,2019,6,5,False,False,0.5,0.0,-7.581069,2.7324395
"chavez, enrique",1,1,1,1,0,15020421600,1,UCOL-0328,2024,1,0,False,False,1.0,0.0,-52.73945,27.674564
"chavez, hector rafael tejeda",3,3,2,1,2,57205210449,2,UCOL-0329,2018,7,5,False,False,0.3333333333333333,0.0,-4.00267,-10.487394
"chen, nancy",7,1,1,1,0,35291210500,1,UCOL-0331,2013,12,10,False,False,1.0,0.0,21.933874,32.14988
"chiquete felix, natalia",1,1,1,1,0,56013556500,1,UCOL-0335,2024,1,0,False,False,1.0,0.0,-52.897846,27.286919
"choo, kim kwang raymond",277,2,2,2,0,57208540261,2,UCOL-0336,2020,5,5,True,False,1.0,0.0,-1.3002653,42.131104
"cid uribe, jimena",16,2,2,2,0,57192196596,2,UCOL-0337,2020,5,5,False,False,1.0,0.0,-6.254678,46.89824
"cisneros, bulmaro",18,2,2,2,0,6603738411,1,UCOL-0342,2008,17,15,False,False,1.0,0.0,25.807331,28.0675
"clark, ben",55,2,2,2,0,57201364470,2,UCOL-0343,2019,6,5,False,False,1.0,0.0,0.80209863,44.595665
"cobian solorio, .",2,1,1,1,0,59309360000,1,UCOL-0347,2025,0,0,False,False,1.0,0.0,-58.164562,30.061756
"cobos martinez, .",12,2,1,2,0,55639526300,2,UCOL-0349,2022,3,0,False,False,1.0,0.0,-19.014332,29.811699
"collas aguilar,",88,4,4,1,3,55386408900,3,UCOL-0350,2012,13,10,True,False,0.25,0.0,5.8945203,-12.111169
"comparan duenas, isabel alicia",6,1,1,1,0,55985506100,1,UCOL-0352,2014,11,10,False,False,1.0,0.0,21.129416,33.509388
"concha, antonio",122,19,14,8,11,36679836300,11,UCOL-0354,2016,9,5,True,True,0.42105263157894735,0.0,-0.9173706,-4.016475
"constantino casas, fernando",0,1,1,1,0,55989712200,1,UCOL-0355,2021,4,0,False,False,1.0,0.0,-20.48871,43.757248
"contreras bermudez, yadira",9,2,2,1,1,57190067579,2,UCOL-0356,2018,7,5,False,False,0.5,0.0,-5.438691,3.1644325
"contreras esquivel, juan carlos",30,3,2,1,2,6507660094,2,UCOL-0358,2020,5,5,False,False,0.3333333333333333,0.0,-8.747958,-6.3710074
"contreras, concepcion",0,1,1,1,0,57212535998,1,UCOL-0359,2017,8,5,False,False,1.0,0.0,17.918762,40.241688
"corona martinez, david",2,1,1,1,0,23049538600,1,UCOL-0364,2021,4,0,False,False,1.0,0.0,-19.394669,44.82629
"coronas, fredy .",74,2,2,1,1,6602401150,2,UCOL-0365,2013,12,10,True,False,0.5,0.0,5.1592116,0.19999094
"corradini, olindo",62,2,2,1,1,6602513577,2,UCOL-0366,2012,13,10,True,False,0.5,0.0,6.107334,0.021294087
"correa calderon, abelardo",16,4,3,2,2,55989782700,4,UCOL-0367,2020,5,5,False,False,0.5,0.0,-10.064773,0.6569407
"cortes alvarez, nadia yanet",154,8,6,3,5,57215063725,5,UCOL-0369,2020,5,5,True,True,0.375,0.0,-5.544215,-3.7827861
"cortes arriagada,",54,3,3,3,0,47560926600,2,UCOL-0371,2020,5,5,False,False,1.0,0.0,-3.1110597,44.773247
"cortes quintero, gabriela",8,1,1,1,0,57928957400,1,UCOL-0373,2022,3,0,False,False,1.0,0.0,-22.462814,24.46205
"cortes rojo,",46,5,4,5,0,12445383400,4,UCOL-0374,2017,8,5,False,False,1.0,0.0,13.358816,35.63361
"cortez, carlos eliseo",10,1,1,1,0,57191591048,1,UCOL-0378,2017,8,5,False,False,1.0,0.0,17.21641,39.59015
"corzo, gerardo",10,3,2,3,0,7003479279,2,UCOL-0380,2020,5,5,False,False,1.0,0.0,-5.582136,45.30281
"cosio leon, maria",27,4,2,1,3,56728814600,2,UCOL-0381,2015,10,10,False,False,0.25,0.0,0.45946023,-12.087771
"costa neto, germano",160,6,5,3,3,57204769231,5,UCOL-0382,2021,4,0,True,True,0.5,0.0,-6.239429,-3.5348353
"crespo herrera, leonardo",415,20,11,18,2,55235130600,9,UCOL-0385,2018,7,5,True,True,0.9,0.0,17.148626,14.438158
"cruz aguilar, laura hadit",4,1,1,1,0,58548535400,1,UCOL-0387,2023,2,0,False,False,1.0,0.0,-37.288536,14.992539
"cruz munoz, jose",3,2,2,2,0,57435390200,2,UCOL-0391,2024,1,0,False,False,1.0,0.0,-51.43455,24.239786
"cruz ramirez, angelica",30,4,3,3,1,57196042558,4,UCOL-0392,2017,8,5,False,False,0.75,0.0,1.2479124,14.806103
"cruz, sergio adrian montero",99,22,17,10,12,55993661300,17,UCOL-0398,2010,15,15,True,True,0.45454545454545453,0.0,19.232128,7.729895
"cua basulto, marcos",6,4,3,2,2,57211916055,3,UCOL-0399,2019,6,5,False,False,0.5,0.0,-6.712926,1.8385735
"cuellar, ricardo",14,3,2,2,1,55509547500,3,UCOL-0401,2012,13,10,False,False,0.6666666666666666,0.0,6.9527206,5.559307
"cuevas soltero, andrea",9,2,2,1,1,57223086173,2,UCOL-0404,2021,4,0,False,False,0.5,0.0,-12.448422,2.549689
"cui, meng",45,4,3,4,0,35821568800,2,UCOL-0407,2017,8,5,False,False,1.0,0.0,13.570483,36.169193
"dagnino acosta, adan",78,9,9,7,2,30867513500,9,UCOL-0408,2015,10,10,True,True,0.7777777777777778,0.0,8.850458,13.739321
"dalin, .",4,4,1,1,3,7003664446,2,UCOL-0409,2013,12,10,False,False,0.25,0.0,4.084433,-11.777102
"dalla via, lisa",34,5,5,5,0,6603918207,4,UCOL-0410,2016,9,5,False,False,1.0,0.0,13.839694,35.01866
"das, saurya",9,2,2,1,1,57202083213,2,UCOL-0411,2022,3,0,False,False,0.5,0.0,-14.174547,1.7980006
"davila guzman, nancy",2,2,2,2,0,54881315800,2,UCOL-0413,2024,1,0,False,False,1.0,0.0,-51.449196,24.22675
"davila pulido, gloria ivone",62,4,2,3,1,48460988300,2,UCOL-0414,2017,8,5,True,False,0.75,0.0,1.4217286,14.825006
"de alvarez buylla, elenaroces",10,5,5,3,2,57205206319,5,UCOL-0416,2018,7,5,False,False,0.6,0.0,-1.7158813,12.352615
"de anda, francisco",4,2,2,1,1,6603424676,2,UCOL-0417,2010,15,15,False,False,0.5,0.0,8.711516,-0.84785384
"de boer, teun",27,1,1,1,0,8575248300,1,UCOL-0418,2011,14,10,False,False,1.0,0.0,23.635382,30.027586
"de jesus perez, jose",5,1,1,1,0,57034114500,1,UCOL-0421,2020,5,5,False,False,1.0,0.0,-8.028595,49.612095
"de la cruz garcia,",20,1,1,1,0,57189300895,1,UCOL-0422,2016,9,5,False,False,1.0,0.0,18.571882,36.54074
"de la cruz ruiz, miriam",24,3,3,1,2,54796601000,3,UCOL-0424,2017,8,5,False,False,0.3333333333333333,0.0,-2.8333874,-10.681915
"de la cruz torres, luis",22,3,3,2,1,57195241648,3,UCOL-0425,2017,8,5,False,False,0.6666666666666666,0.0,-0.040498003,13.795986
"de la cruz, damian",1,1,1,1,0,58621474300,1,UCOL-0426,2023,2,0,False,False,1.0,0.0,-36.21524,14.732831
"de la cueva, horacio",3,1,1,1,0,6603186695,1,UCOL-0427,2022,3,0,False,False,1.0,0.0,-19.321512,23.623947
"de la madrid cernas, adrian",0,1,1,1,0,57193417330,1,UCOL-0428,2024,1,0,False,False,1.0,0.0,-54.893578,25.581959
"de la mora castaneda, jesus",7,3,3,2,1,56451187200,3,UCOL-0429,2022,3,0,False,False,0.6666666666666666,0.0,-7.029193,14.841035
"de la rosa,",161,4,4,2,2,8060096500,3,UCOL-0430,2010,15,15,True,False,0.5,0.0,9.791126,1.4377892
"de leon zaragoza, luis",47,7,7,3,4,56734560400,5,UCOL-0431,2015,10,10,False,True,0.42857142857142855,0.0,3.3732564,-6.722988
"de sanchez, victoria chagoya",1,1,1,1,0,7004044416,1,UCOL-0433,2024,1,0,False,False,1.0,0.0,-53.21273,27.729532
"de stefano, rodrigo duno",5,2,2,2,0,22834250500,2,UCOL-0434,2021,4,0,False,False,1.0,0.0,-16.539303,40.64164
"del pozo, carlos escobar",0,4,3,3,1,57217112426,3,UCOL-0436,2012,13,10,False,False,0.75,0.0,7.576333,5.9275007
"del rio chacon, jose mauricio",0,2,2,1,1,58313724600,2,UCOL-0437,2023,2,0,False,False,0.5,0.0,-15.586962,2.331436
"del rio valdivia, jose",11,6,5,2,4,57191331341,5,UCOL-0438,2016,9,5,False,True,0.3333333333333333,0.0,-1.2915791,-9.670442
"del viento camacho, alejandra",24,3,3,1,2,56529580700,3,UCOL-0441,2015,10,10,False,False,0.3333333333333333,0.0,-0.09470531,-10.832952
