Normalized_Author_Name,Cited_by,Publications,Journals,Funded_publications,Not_funded_publications,Publisher_Count,Folio,First_Year,Seniority,Seniority_Group,Cited_Above_Q3,Publications_Above_Q3,Funding_Ratio,Cluster,TSNE1,TSNE2
"mendez montealvo,",0,1,1,0,1,1,UCOL-1108,2018,7,5,False,False,0.0,3.0,-20.763954,-35.568157
"mendoza, gloria ignacia vergara",0,1,1,0,1,1,UCOL-1119,2024,1,0,False,False,0.0,3.0,-65.56479,2.40176
"michel morfin, jesus emilio",8,2,2,0,2,2,UCOL-1131,2018,7,5,False,False,0.0,3.0,-18.739647,-32.721046
"miranda, sarai limon",0,1,1,0,1,1,UCOL-1136,2025,0,0,False,False,0.0,3.0,-71.31623,2.9159524
"mojarro iglesias, jesus",3,1,1,0,1,1,UCOL-1139,2020,5,5,False,False,0.0,3.0,-33.830437,-19.811197
"mokayramirez, karen",12,1,1,0,1,1,UCOL-1143,2022,3,0,False,False,0.0,3.0,-43.382553,-3.1904938
"molina, .",1,1,1,0,1,1,UCOL-1150,2022,3,0,False,False,0.0,3.0,-39.80324,-1.7301624
"montoya perez, karina salud",25,2,2,0,2,2,UCOL-1169,2019,6,5,False,False,0.0,3.0,-27.462132,-27.84784
"mora jimenez, jaime",0,1,1,0,1,1,UCOL-1172,2024,1,0,False,False,0.0,3.0,-65.56479,2.40176
"morales martinez, rafael",0,1,1,0,1,1,UCOL-1177,2023,2,0,False,False,0.0,3.0,-60.74158,-23.16249
"moran torres, enoc francisco",0,1,1,0,1,1,UCOL-1180,2020,5,5,False,False,0.0,3.0,-34.72452,-19.861685
"moreno gutierrez, ignacio",4,1,1,0,1,1,UCOL-1183,2018,7,5,False,False,0.0,3.0,-19.304745,-35.817947
"morentin cervantes, sarahi guadalupe",0,1,1,0,1,1,UCOL-1188,2024,1,0,False,False,0.0,3.0,-66.31746,1.8359408
"morgan, grant",5,1,1,0,1,1,UCOL-1189,2021,4,0,False,False,0.0,3.0,-21.850842,-16.393503
"mota sanchez, david",21,1,1,0,1,1,UCOL-1193,2018,7,5,False,False,0.0,3.0,-17.821306,-35.56882
"muniz ramirez, viridiana",3,1,1,0,1,1,UCOL-1197,2020,5,5,False,False,0.0,3.0,-33.830437,-19.811197
"murillo munoz,",1,1,1,0,1,1,UCOL-1202,2022,3,0,False,False,0.0,3.0,-40.26332,-0.7506898
"mustafa, irfan",11,1,1,0,1,1,UCOL-1204,2016,9,5,False,False,0.0,3.0,-5.025881,-37.137196
"nava garibaldi, cynthia monique",5,2,1,0,2,1,UCOL-1210,2016,9,5,False,False,0.0,3.0,-6.166491,-36.297802
"nava, marco tulio buenrostro",4,2,2,0,2,2,UCOL-1212,2019,6,5,False,False,0.0,3.0,-26.944923,-28.801128
"navarro cota,",1,1,1,0,1,1,UCOL-1214,2022,3,0,False,False,0.0,3.0,-39.80324,-1.7301624
"naveed, muhammad",2,1,1,0,1,1,UCOL-1218,2017,8,5,False,False,0.0,3.0,-9.930756,-44.683502
"navejas, francisco javier haro",0,1,1,0,1,1,UCOL-1219,2023,2,0,False,False,0.0,3.0,-60.74158,-23.16249
"negrete gonzalez, damian",16,1,1,0,1,1,UCOL-1220,2018,7,5,False,False,0.0,3.0,-18.194693,-35.367275
"nene preciado, alejandro",36,1,1,0,1,1,UCOL-1222,2017,8,5,False,False,0.0,3.0,-6.714785,-43.891006
"novela, german osorio",0,1,1,0,1,1,UCOL-1227,2022,3,0,False,False,0.0,3.0,-39.235317,-1.0123804
"oca, valeria ruiz montes de",6,1,1,0,1,1,UCOL-1231,2022,3,0,False,False,0.0,3.0,-41.46651,-1.8453778
"ochoa rodriguez, juritzi daniela",1,1,1,0,1,1,UCOL-1240,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"ojeda ibarra, jesus",0,1,1,0,1,1,UCOL-1242,2024,1,0,False,False,0.0,3.0,-66.31746,1.8359408
"orozco, ernesto torres",36,1,1,0,1,1,UCOL-1267,2017,8,5,False,False,0.0,3.0,-6.714785,-43.891006
"ortega macias, alan gabriel",10,2,2,0,2,2,UCOL-1272,2022,3,0,False,False,0.0,3.0,-40.612686,-4.7889595
"ortega, jorge isaac manuel",16,1,1,0,1,1,UCOL-1275,2019,6,5,False,False,0.0,3.0,-29.582462,-28.7589
"ortiz isabeles, cristian jonathan",1,1,1,0,1,1,UCOL-1278,2021,4,0,False,False,0.0,3.0,-23.14979,-14.703337
"ortiz paniagua, carlos francisco",0,1,1,0,1,1,UCOL-1281,2023,2,0,False,False,0.0,3.0,-60.74158,-23.16249
"padros blazquez, ferran",25,2,2,0,2,2,UCOL-1293,2019,6,5,False,False,0.0,3.0,-27.462132,-27.84784
"paredes bonilla, karla michelle",13,1,1,0,1,1,UCOL-1298,2022,3,0,False,False,0.0,3.0,-43.79425,-3.1762285
"pazmichel, brenda",12,1,1,0,1,1,UCOL-1310,2022,3,0,False,False,0.0,3.0,-42.678806,-2.7033637
"pena, carmen",1,1,1,0,1,1,UCOL-1319,2016,9,5,False,False,0.0,3.0,-5.619524,-37.50459
"pena, lilia leticia garcia",2,2,2,0,2,2,UCOL-1320,2016,9,5,False,False,0.0,3.0,-6.2344046,-36.363125
"peregrino ramirez, christian",0,1,1,0,1,1,UCOL-1326,2024,1,0,False,False,0.0,3.0,-65.56479,2.40176
"perez gonzalez, jairo",2,1,1,0,1,1,UCOL-1331,2023,2,0,False,False,0.0,3.0,-54.722057,-25.112566
"perez gonzalez, marco",6,1,1,0,1,1,UCOL-1332,2019,6,5,False,False,0.0,3.0,-29.165232,-29.436129
"perez ruvalcaba, sara lidia",3,1,1,0,1,1,UCOL-1342,2017,8,5,False,False,0.0,3.0,-9.40388,-45.30409
"perez, emeterio franco",25,2,2,0,2,2,UCOL-1347,2016,9,5,False,False,0.0,3.0,-5.63136,-35.80787
"pimientel rodrigez, victor",8,1,1,0,1,1,UCOL-1351,2017,8,5,False,False,0.0,3.0,-9.347822,-43.83298
"pineda, lenin tlamatini barajas",9,3,2,0,3,2,UCOL-1357,2017,8,5,False,False,0.0,3.0,-10.837559,-40.97154
"pineiro lamas, regino",83,1,1,0,1,1,UCOL-1358,2020,5,5,True,False,0.0,3.0,-30.98981,-22.476177
"piotto, sandra",1,1,1,0,1,1,UCOL-1361,2023,2,0,False,False,0.0,3.0,-58.085842,-25.328384
"portillo renteria, gabriela",0,1,1,0,1,1,UCOL-1369,2024,1,0,False,False,0.0,3.0,-66.31746,1.8359408
"prado, susana",1,1,1,0,1,1,UCOL-1375,2023,2,0,False,False,0.0,3.0,-57.81401,-24.76834
"preciado cortes, florentina",1,1,1,0,1,1,UCOL-1376,2021,4,0,False,False,0.0,3.0,-22.65548,-14.195558
"prete, jorgelina",1,1,1,0,1,1,UCOL-1377,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"pugliese, silvia",1,1,1,0,1,1,UCOL-1380,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"quintero barbosa, berenice saray",0,1,1,0,1,1,UCOL-1387,2023,2,0,False,False,0.0,3.0,-60.74158,-23.16249
"quintero macias, laura",7,1,1,0,1,1,UCOL-1390,2022,3,0,False,False,0.0,3.0,-41.76146,-2.0135968
"quizaman, haitai emireth",0,1,1,0,1,1,UCOL-1392,2024,1,0,False,False,0.0,3.0,-67.97524,3.7684355
"rabling arellanos, elizabeth",2,1,1,0,1,1,UCOL-1394,2018,7,5,False,False,0.0,3.0,-19.529015,-34.90804
"ramirez honorato, .",0,1,1,0,1,1,UCOL-1403,2018,7,5,False,False,0.0,3.0,-20.521906,-34.946266
"ramirez milanes, eric",11,1,1,0,1,1,UCOL-1405,2017,8,5,False,False,0.0,3.0,-8.601658,-43.636024
"ramirez milanes, merary nataly",1,1,1,0,1,1,UCOL-1406,2022,3,0,False,False,0.0,3.0,-39.80324,-1.7301624
"ramirez, alejandra chavez",0,1,1,0,1,1,UCOL-1414,2024,1,0,False,False,0.0,3.0,-67.29566,2.6847181
"ramirez, gustavo",0,1,1,0,1,1,UCOL-1417,2017,8,5,False,False,0.0,3.0,-10.203021,-45.303497
"ramirez, maria luisa",1,1,1,0,1,1,UCOL-1420,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"ramos carranza, isela guadalupe",0,1,1,0,1,1,UCOL-1424,2025,0,0,False,False,0.0,3.0,-71.31623,2.9159524
"ramos carraza, isela guadalupe",1,1,1,0,1,1,UCOL-1425,2023,2,0,False,False,0.0,3.0,-56.854908,-24.499142
"ramos ramirez, briseda noemi",0,1,1,0,1,1,UCOL-1428,2024,1,0,False,False,0.0,3.0,-65.99646,3.4884906
"ramos, nelida sanchez",0,1,1,0,1,1,UCOL-1433,2019,6,5,False,False,0.0,3.0,-29.152208,-30.36047
"regla maldonado, galilea",2,1,1,0,1,1,UCOL-1445,2022,3,0,False,False,0.0,3.0,-40.66521,-1.5141927
"resendiz flores, maria luisa",19,1,1,0,1,1,UCOL-1449,2016,9,5,False,False,0.0,3.0,-4.9780235,-36.604572
"reyes rodriguez, brandon alexis",0,1,1,0,1,1,UCOL-1458,2023,2,0,False,False,0.0,3.0,-61.087368,-24.015556
"reyes, pablo mejia",0,1,1,0,1,1,UCOL-1461,2024,1,0,False,False,0.0,3.0,-67.29566,2.6847181
"rivera, renzo",1,1,1,0,1,1,UCOL-1479,2023,2,0,False,False,0.0,3.0,-56.587326,-24.65621
"rocha medina, .",0,1,1,0,1,1,UCOL-1488,2018,7,5,False,False,0.0,3.0,-19.940548,-36.3952
"rodriguez serrano, luis enrique",0,1,1,0,1,1,UCOL-1513,2020,5,5,False,False,0.0,3.0,-34.72452,-19.861685
"rodriguezsanchez, iram",12,1,1,0,1,1,UCOL-1523,2022,3,0,False,False,0.0,3.0,-43.213776,-3.419489
"rojaslarios, fabian",12,1,1,0,1,1,UCOL-1532,2022,3,0,False,False,0.0,3.0,-43.75238,-2.1114602
"rojo, patricia",146,2,2,0,2,2,UCOL-1533,2020,5,5,True,False,0.0,3.0,-30.09856,-23.43913
"romero, maria elena",1,3,2,0,3,2,UCOL-1542,2018,7,5,False,False,0.0,3.0,-18.377031,-31.268229
"romo, julio cuevas",10,2,2,0,2,2,UCOL-1543,2017,8,5,False,False,0.0,3.0,-10.311103,-41.94378
"rosales herrera, salma",0,1,1,0,1,1,UCOL-1545,2024,1,0,False,False,0.0,3.0,-67.29566,2.6847181
"ross, vanesa",1,1,1,0,1,1,UCOL-1547,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"rueda valdovinos, gabriela",8,1,1,0,1,1,UCOL-1551,2017,8,5,False,False,0.0,3.0,-8.906301,-44.687138
"ruiz gonzalez, luis eduardo",7,4,2,0,4,2,UCOL-1554,2018,7,5,False,False,0.0,3.0,-18.125864,-30.57105
"ruiz montero, angelica patricia",1,1,1,0,1,1,UCOL-1556,2021,4,0,False,False,0.0,3.0,-23.14979,-14.703337
"ruiz, adolfo espinoza",10,1,1,0,1,1,UCOL-1563,2017,8,5,False,False,0.0,3.0,-8.956119,-43.668194
"ruiz, lizeth reyes",12,1,1,0,1,1,UCOL-1564,2017,8,5,False,False,0.0,3.0,-8.2081995,-43.83831
"saavedra jimenez, luis",0,1,1,0,1,1,UCOL-1567,2018,7,5,False,False,0.0,3.0,-20.696526,-35.745598
"salazar landeros, maria magdalena",1,1,1,0,1,1,UCOL-1575,2022,3,0,False,False,0.0,3.0,-39.80324,-1.7301624
"salazar, juan",0,1,1,0,1,1,UCOL-1578,2022,3,0,False,False,0.0,3.0,-39.41031,-0.67843103
"saleem, muqadas",11,1,1,0,1,1,UCOL-1581,2016,9,5,False,False,0.0,3.0,-5.025881,-37.137196
"salinas, ximena zacarias",1,1,1,0,1,1,UCOL-1582,2018,7,5,False,False,0.0,3.0,-19.82487,-34.781887
"salome baylon, joel",11,2,2,0,2,2,UCOL-1583,2020,5,5,False,False,0.0,3.0,-32.022232,-20.28668
"sanchez bravo, yaireb",11,1,1,0,1,1,UCOL-1585,2020,5,5,False,False,0.0,3.0,-33.563137,-20.859121
"sanchez diaz, iyari",2,1,1,0,1,1,UCOL-1589,2023,2,0,False,False,0.0,3.0,-54.722057,-25.112566
"sanchez lopez, josefina yoaly",5,1,1,0,1,1,UCOL-1595,2020,5,5,False,False,0.0,3.0,-34.377052,-20.764734
"sanchez vidana, dalinda isabel",25,2,1,0,2,1,UCOL-1604,2023,2,0,False,False,0.0,3.0,-56.826206,-21.650217
"sanchez, adriana isabel andrade",9,3,2,0,3,2,UCOL-1606,2017,8,5,False,False,0.0,3.0,-10.837559,-40.97154
"sanchez, luis felipe reynoso",1,1,1,0,1,1,UCOL-1609,2023,2,0,False,False,0.0,3.0,-58.085842,-25.328384
"sanchez, renato gonzalez",2,2,2,0,2,2,UCOL-1611,2019,6,5,False,False,0.0,3.0,-26.91152,-28.883453
"sandoval, anaruth ulloa",0,1,1,0,1,1,UCOL-1615,2024,1,0,False,False,0.0,3.0,-67.29566,2.6847181
"sarabia, orlando",12,1,1,0,1,1,UCOL-1628,2017,8,5,False,False,0.0,3.0,-8.114712,-44.044365
"sebire, raphael hubert elie",1,1,1,0,1,1,UCOL-1635,2022,3,0,False,False,0.0,3.0,-40.26332,-0.7506898
"sierra, sandra . carrillo",1,1,1,0,1,1,UCOL-1646,2018,7,5,False,False,0.0,3.0,-19.766924,-35.202774
"silva gonzalez, mario abad",0,1,1,0,1,1,UCOL-1647,2024,1,0,False,False,0.0,3.0,-67.01575,4.2326703
"soriano hernandez, david",3,1,1,0,1,1,UCOL-1661,2020,5,5,False,False,0.0,3.0,-33.830437,-19.811197
"soto pena, juan luis",1,1,1,0,1,1,UCOL-1669,2022,3,0,False,False,0.0,3.0,-39.80324,-1.7301624
"stamatis, andreas",5,1,1,0,1,1,UCOL-1670,2021,4,0,False,False,0.0,3.0,-21.850842,-16.393503
"tapia muro, cristina",10,2,2,0,2,2,UCOL-1686,2018,7,5,False,False,0.0,3.0,-18.659235,-32.73415
"terrones, mayra",0,1,1,0,1,1,UCOL-1693,2019,6,5,False,False,0.0,3.0,-29.152208,-30.36047
"tobon, sergio",10,3,3,0,3,3,UCOL-1701,2018,7,5,False,False,0.0,3.0,-18.353971,-31.26461
"tongen, anthony",2,1,1,0,1,1,UCOL-1703,2017,8,5,False,False,0.0,3.0,-10.080219,-44.166924
"torrero, nelson omar muriel",3,1,1,0,1,1,UCOL-1706,2021,4,0,False,False,0.0,3.0,-22.549067,-15.729538
"torres, sarita salgado",5,1,1,0,1,1,UCOL-1715,2021,4,0,False,False,0.0,3.0,-21.850842,-16.393503
"uribarren, javier",0,1,1,0,1,1,UCOL-1729,2024,1,0,False,False,0.0,3.0,-67.01575,4.2326703
"urzua garcia,",4,1,1,0,1,1,UCOL-1734,2020,5,5,False,False,0.0,3.0,-34.919796,-20.647423
"valdivia, jose . del rio",6,2,1,0,2,1,UCOL-1747,2021,4,0,False,False,0.0,3.0,-25.063011,-16.753017
"valdovinos nava, wilmer",2,1,1,0,1,1,UCOL-1748,2020,5,5,False,False,0.0,3.0,-34.111805,-19.387678
"valencia posadas, mauricio",11,6,5,0,6,5,UCOL-1751,2020,5,5,False,True,0.0,3.0,-27.262018,-19.83032
"valencia, rossana tamara medina",1,1,1,0,1,1,UCOL-1754,2023,2,0,False,False,0.0,3.0,-57.023087,-25.568083
"vazquez lima, hugo",3,2,1,0,2,1,UCOL-1774,2017,8,5,False,False,0.0,3.0,-10.529834,-42.0705
"vega negrete, emmanuel",0,1,1,0,1,1,UCOL-1780,2024,1,0,False,False,0.0,3.0,-67.01575,4.2326703
"vega villasante, fernando",7,4,2,0,4,2,UCOL-1782,2018,7,5,False,False,0.0,3.0,-18.125864,-30.57105
"velasco cruz, ciro",0,4,3,0,4,3,UCOL-1784,2020,5,5,False,False,0.0,3.0,-27.51509,-19.568209
"velasco gutierrez, jorge agustin",0,1,1,0,1,1,UCOL-1785,2025,0,0,False,False,0.0,3.0,-71.31623,2.9159524
"velasco, edelmira galindo",4,1,1,0,1,1,UCOL-1787,2019,6,5,False,False,0.0,3.0,-29.503456,-29.774189
"veloza, erika",1,1,1,0,1,1,UCOL-1792,2023,2,0,False,False,0.0,3.0,-57.33606,-24.442106
"venegas reynoso, adrian",0,2,2,0,2,2,UCOL-1793,2018,7,5,False,False,0.0,3.0,-19.087225,-32.695854
"vera reveles, gustavo",0,2,2,0,2,2,UCOL-1797,2023,2,0,False,False,0.0,3.0,-57.388638,-21.627117
"verduzco ballesteros, celia paola",0,1,1,0,1,1,UCOL-1799,2024,1,0,False,False,0.0,3.0,-67.29566,2.6847181
"vilches alvarez, oriana",1,1,1,0,1,1,UCOL-1805,2023,2,0,False,False,0.0,3.0,-57.33606,-24.442106
"villa velazquez mendoza, .",1,1,1,0,1,1,UCOL-1809,2017,8,5,False,False,0.0,3.0,-10.197947,-45.070297
"villanueva garcia, manuel",12,1,1,0,1,1,UCOL-1810,2017,8,5,False,False,0.0,3.0,-8.027176,-44.508354
"walleguillen, mireya",12,1,1,0,1,1,UCOL-1830,2022,3,0,False,False,0.0,3.0,-42.754032,-3.1469014
"watson, verity",1,1,1,0,1,1,UCOL-1831,2021,4,0,False,False,0.0,3.0,-23.14979,-14.703337
"wiberth, chan cupul",20,1,1,0,1,1,UCOL-1834,2019,6,5,False,False,0.0,3.0,-29.370743,-28.30447
"wookee zea, cristina",8,1,1,0,1,1,UCOL-1837,2017,8,5,False,False,0.0,3.0,-9.345826,-43.837177
"yepez, rebeca",3,2,1,0,2,1,UCOL-1841,2017,8,5,False,False,0.0,3.0,-10.529834,-42.0705
"zahid, syed muhammad ali",2,2,2,0,2,2,UCOL-1842,2017,8,5,False,False,0.0,3.0,-10.557566,-42.088882
"zapata, daniel badillo",0,1,1,0,1,1,UCOL-1850,2018,7,5,False,False,0.0,3.0,-20.743095,-35.28289
"zavala pompa, angel",0,1,1,0,1,1,UCOL-1858,2024,1,0,False,False,0.0,3.0,-67.01575,4.2326703
"zepeda anaya, andrea lizeth",6,1,1,0,1,1,UCOL-1862,2022,3,0,False,False,0.0,3.0,-41.46651,-1.8453778
"zepeda borja, karen",10,1,1,0,1,1,UCOL-1864,2017,8,5,False,False,0.0,3.0,-8.672052,-44.313873
"zhiliang, fan",20,1,1,0,1,1,UCOL-1867,2019,6,5,False,False,0.0,3.0,-29.370743,-28.30447
"zubiria, maria magdalena cass",1,1,1,0,1,1,UCOL-1871,2022,3,0,False,False,0.0,3.0,-40.26332,-0.7506898
